id,category_id,dept_id,value,period,create_time
22630,6,102,93.0,202510,2026-02-21 17:35:39
22631,7,103,91.0,202111,2026-02-21 17:35:39
22632,8,104,92.5,202212,2026-02-21 17:35:39
22633,1,101,94.0,202301,2026-02-21 17:35:39
22634,2,102,95.5,202402,2026-02-21 17:35:39
22635,3,103,52.0,202503,2026-02-21 17:35:39
22636,4,104,53.5,202104,2026-02-21 17:35:39
22637,5,101,55.0,202205,2026-02-21 17:35:39
22638,6,102,53.0,202306,2026-02-21 17:35:39
22639,7,103,54.5,202407,2026-02-21 17:35:39
22640,8,104,56.0,202508,2026-02-21 17:35:39
22641,1,101,57.5,202109,2026-02-21 17:35:39
22642,2,102,59.0,202210,2026-02-21 17:35:39
22643,3,103,60.5,202311,2026-02-21 17:35:39
22644,4,104,62.0,202412,2026-02-21 17:35:39
22645,5,101,60.0,202501,2026-02-21 17:35:39
22646,6,102,61.5,202102,2026-02-21 17:35:39
22647,7,103,63.0,202203,2026-02-21 17:35:39
22648,8,104,64.5,202304,2026-02-21 17:35:39
22649,1,101,66.0,202405,2026-02-21 17:35:39
22650,2,102,67.5,202506,2026-02-21 17:35:39
22651,3,103,69.0,202107,2026-02-21 17:35:39
22652,4,104,67.0,202208,2026-02-21 17:35:39
22653,5,101,68.5,202309,2026-02-21 17:35:39
22654,6,102,70.0,202410,2026-02-21 17:35:39
22655,7,103,71.5,202511,2026-02-21 17:35:39
22656,8,104,73.0,202112,2026-02-21 17:35:39
22657,1,101,74.5,202201,2026-02-21 17:35:39
22658,2,102,76.0,202302,2026-02-21 17:35:39
22659,3,103,74.0,202403,2026-02-21 17:35:39
22660,4,104,75.5,202504,2026-02-21 17:35:39
22661,5,101,77.0,202105,2026-02-21 17:35:39
22662,6,102,78.5,202206,2026-02-21 17:35:39
22663,7,103,80.0,202307,2026-02-21 17:35:39
22664,8,104,81.5,202408,2026-02-21 17:35:39
22665,1,101,83.0,202509,2026-02-21 17:35:39
22666,2,102,81.0,202110,2026-02-21 17:35:39
22667,3,103,82.5,202211,2026-02-21 17:35:39
22668,4,104,84.0,202312,2026-02-21 17:35:39
22669,5,101,85.5,202401,2026-02-21 17:35:39
22670,6,102,87.0,202502,2026-02-21 17:35:39
22671,7,103,88.5,202103,2026-02-21 17:35:39
22672,8,104,90.0,202204,2026-02-21 17:35:39
22673,1,101,88.0,202305,2026-02-21 17:35:39
22674,2,102,89.5,202406,2026-02-21 17:35:39
22675,3,103,91.0,202507,2026-02-21 17:35:39
22676,4,104,92.5,202108,2026-02-21 17:35:39
22677,5,101,94.0,202209,2026-02-21 17:35:39
22678,6,102,95.5,202310,2026-02-21 17:35:39
22679,7,103,97.0,202411,2026-02-21 17:35:39
22680,8,104,50.0,202512,2026-02-21 17:35:39
22681,1,101,51.5,202101,2026-02-21 17:35:39
22682,2,102,53.0,202202,2026-02-21 17:35:39
22683,3,103,54.5,202303,2026-02-21 17:35:39
22684,4,104,56.0,202404,2026-02-21 17:35:39
22685,5,101,57.5,202505,2026-02-21 17:35:39
22686,6,102,59.0,202106,2026-02-21 17:35:39
22687,7,103,57.0,202207,2026-02-21 17:35:39
22688,8,104,58.5,202308,2026-02-21 17:35:39
22689,1,101,60.0,202409,2026-02-21 17:35:39
22690,2,102,61.5,202510,2026-02-21 17:35:39
22691,3,103,63.0,202111,2026-02-21 17:35:39
22692,4,104,64.5,202212,2026-02-21 17:35:39
22693,5,101,66.0,202301,2026-02-21 17:35:39
22694,6,102,64.0,202402,2026-02-21 17:35:39
22695,7,103,65.5,202503,2026-02-21 17:35:39
22696,8,104,67.0,202104,2026-02-21 17:35:39
22697,1,101,68.5,202205,2026-02-21 17:35:39
22698,2,102,70.0,202306,2026-02-21 17:35:39
22699,3,103,71.5,202407,2026-02-21 17:35:39
22700,4,104,73.0,202508,2026-02-21 17:35:39
22701,5,101,71.0,202109,2026-02-21 17:35:39
22702,6,102,72.5,202210,2026-02-21 17:35:39
22703,7,103,74.0,202311,2026-02-21 17:35:39
22704,8,104,75.5,202412,2026-02-21 17:35:39
22705,1,101,77.0,202501,2026-02-21 17:35:39
22706,2,102,78.5,202102,2026-02-21 17:35:39
22707,3,103,80.0,202203,2026-02-21 17:35:39
22708,4,104,78.0,202304,2026-02-21 17:35:39
22709,5,101,79.5,202405,2026-02-21 17:35:39
22710,6,102,81.0,202506,2026-02-21 17:35:39
22711,7,103,82.5,202107,2026-02-21 17:35:39
22712,8,104,84.0,202208,2026-02-21 17:35:39
22713,1,101,85.5,202309,2026-02-21 17:35:39
22714,2,102,87.0,202410,2026-02-21 17:35:39
22715,3,103,85.0,202511,2026-02-21 17:35:39
22716,4,104,86.5,202112,2026-02-21 17:35:39
22717,5,101,88.0,202201,2026-02-21 17:35:39
22718,6,102,89.5,202302,2026-02-21 17:35:39
22719,7,103,91.0,202403,2026-02-21 17:35:39
22720,8,104,92.5,202504,2026-02-21 17:35:39
22721,1,101,94.0,202105,2026-02-21 17:35:39
22722,2,102,92.0,202206,2026-02-21 17:35:39
22723,3,103,93.5,202307,2026-02-21 17:35:39
22724,4,104,95.0,202408,2026-02-21 17:35:39
22725,5,101,51.5,202509,2026-02-21 17:35:39
22726,6,102,53.0,202110,2026-02-21 17:35:39
22727,7,103,54.5,202211,2026-02-21 17:35:39
22728,8,104,56.0,202312,2026-02-21 17:35:39
22729,1,101,54.0,202401,2026-02-21 17:35:39
22730,2,102,55.5,202502,2026-02-21 17:35:39
22731,3,103,57.0,202103,2026-02-21 17:35:39
22732,4,104,58.5,202204,2026-02-21 17:35:39
22733,5,101,60.0,202305,2026-02-21 17:35:39
22734,6,102,61.5,202406,2026-02-21 17:35:39
22735,7,103,63.0,202507,2026-02-21 17:35:39
22736,8,104,61.0,202108,2026-02-21 17:35:39
22737,1,101,62.5,202209,2026-02-21 17:35:39
22738,2,102,64.0,202310,2026-02-21 17:35:39
22739,3,103,65.5,202411,2026-02-21 17:35:39
22740,4,104,67.0,202512,2026-02-21 17:35:39
22741,5,101,68.5,202101,2026-02-21 17:35:39
22742,6,102,70.0,202202,2026-02-21 17:35:39
22743,7,103,68.0,202303,2026-02-21 17:35:39
22744,8,104,69.5,202404,2026-02-21 17:35:39
22745,1,101,71.0,202505,2026-02-21 17:35:39
22746,2,102,72.5,202106,2026-02-21 17:35:39
22747,3,103,74.0,202207,2026-02-21 17:35:39
22748,4,104,75.5,202308,2026-02-21 17:35:39
22749,5,101,77.0,202409,2026-02-21 17:35:39
22750,6,102,75.0,202510,2026-02-21 17:35:39
22751,7,103,76.5,202111,2026-02-21 17:35:39
22752,8,104,78.0,202212,2026-02-21 17:35:39
22753,1,101,79.5,202301,2026-02-21 17:35:39
22754,2,102,81.0,202402,2026-02-21 17:35:39
22755,3,103,82.5,202503,2026-02-21 17:35:39
22756,4,104,84.0,202104,2026-02-21 17:35:39
22757,5,101,82.0,202205,2026-02-21 17:35:39
22758,6,102,83.5,202306,2026-02-21 17:35:39
22759,7,103,85.0,202407,2026-02-21 17:35:39
22760,8,104,86.5,202508,2026-02-21 17:35:39
22761,1,101,88.0,202109,2026-02-21 17:35:39
22762,2,102,89.5,202210,2026-02-21 17:35:39
22763,3,103,91.0,202311,2026-02-21 17:35:39
22764,4,104,89.0,202412,2026-02-21 17:35:39
22765,5,101,90.5,202501,2026-02-21 17:35:39
22766,6,102,92.0,202102,2026-02-21 17:35:39
22767,7,103,93.5,202203,2026-02-21 17:35:39
22768,8,104,95.0,202304,2026-02-21 17:35:39
22769,1,101,96.5,202405,2026-02-21 17:35:39
22770,2,102,53.0,202506,2026-02-21 17:35:39
22771,3,103,51.0,202107,2026-02-21 17:35:39
22772,4,104,52.5,202208,2026-02-21 17:35:39
22773,5,101,54.0,202309,2026-02-21 17:35:39
22774,6,102,55.5,202410,2026-02-21 17:35:39
22775,7,103,57.0,202511,2026-02-21 17:35:39
22776,8,104,58.5,202112,2026-02-21 17:35:39
22777,1,101,60.0,202201,2026-02-21 17:35:39
22778,2,102,58.0,202302,2026-02-21 17:35:39
22779,3,103,59.5,202403,2026-02-21 17:35:39
22780,4,104,61.0,202504,2026-02-21 17:35:39
22781,5,101,62.5,202105,2026-02-21 17:35:39
22782,6,102,64.0,202206,2026-02-21 17:35:39
22783,7,103,65.5,202307,2026-02-21 17:35:39
22784,8,104,67.0,202408,2026-02-21 17:35:39
22785,1,101,65.0,202509,2026-02-21 17:35:39
22786,2,102,66.5,202110,2026-02-21 17:35:39
22787,3,103,68.0,202211,2026-02-21 17:35:39
22788,4,104,69.5,202312,2026-02-21 17:35:39
22789,5,101,71.0,202401,2026-02-21 17:35:39
22790,6,102,72.5,202502,2026-02-21 17:35:39
22791,7,103,74.0,202103,2026-02-21 17:35:39
22792,8,104,72.0,202204,2026-02-21 17:35:39
22793,1,101,73.5,202305,2026-02-21 17:35:39
22794,2,102,75.0,202406,2026-02-21 17:35:39
22795,3,103,76.5,202507,2026-02-21 17:35:39
22796,4,104,78.0,202108,2026-02-21 17:35:39
22797,5,101,79.5,202209,2026-02-21 17:35:39
22798,6,102,81.0,202310,2026-02-21 17:35:39
22799,7,103,79.0,202411,2026-02-21 17:35:39
22800,8,104,80.5,202512,2026-02-21 17:35:39
22801,1,101,82.0,202101,2026-02-21 17:35:39
22802,2,102,83.5,202202,2026-02-21 17:35:39
22803,3,103,85.0,202303,2026-02-21 17:35:39
22804,4,104,86.5,202404,2026-02-21 17:35:39
22805,5,101,88.0,202505,2026-02-21 17:35:39
22806,6,102,86.0,202106,2026-02-21 17:35:39
22807,7,103,87.5,202207,2026-02-21 17:35:39
22808,8,104,89.0,202308,2026-02-21 17:35:39
22809,1,101,90.5,202409,2026-02-21 17:35:39
22810,2,102,92.0,202510,2026-02-21 17:35:39
22811,3,103,93.5,202111,2026-02-21 17:35:39
22812,4,104,95.0,202212,2026-02-21 17:35:39
22813,5,101,93.0,202301,2026-02-21 17:35:39
22814,6,102,94.5,202402,2026-02-21 17:35:39
22815,7,103,51.0,202503,2026-02-21 17:35:39
22816,8,104,52.5,202104,2026-02-21 17:35:39
22817,1,101,54.0,202205,2026-02-21 17:35:39
22818,2,102,55.5,202306,2026-02-21 17:35:39
22819,3,103,57.0,202407,2026-02-21 17:35:39
22820,4,104,55.0,202508,2026-02-21 17:35:39
22821,5,101,56.5,202109,2026-02-21 17:35:39
22822,6,102,58.0,202210,2026-02-21 17:35:39
22823,7,103,59.5,202311,2026-02-21 17:35:39
22824,8,104,61.0,202412,2026-02-21 17:35:39
22825,1,101,62.5,202501,2026-02-21 17:35:39
22826,2,102,64.0,202102,2026-02-21 17:35:39
22827,3,103,62.0,202203,2026-02-21 17:35:39
22828,4,104,63.5,202304,2026-02-21 17:35:39
22829,5,101,65.0,202405,2026-02-21 17:35:39
22830,6,102,66.5,202506,2026-02-21 17:35:39
22831,7,103,68.0,202107,2026-02-21 17:35:39
22832,8,104,69.5,202208,2026-02-21 17:35:39
22833,1,101,71.0,202309,2026-02-21 17:35:39
22834,2,102,69.0,202410,2026-02-21 17:35:39
22835,3,103,70.5,202511,2026-02-21 17:35:39
22836,4,104,72.0,202112,2026-02-21 17:35:39
22837,5,101,73.5,202201,2026-02-21 17:35:39
22838,6,102,75.0,202302,2026-02-21 17:35:39
22839,7,103,76.5,202403,2026-02-21 17:35:39
22840,8,104,78.0,202504,2026-02-21 17:35:39
22841,1,101,76.0,202105,2026-02-21 17:35:39
22842,2,102,77.5,202206,2026-02-21 17:35:39
22843,3,103,79.0,202307,2026-02-21 17:35:39
22844,4,104,80.5,202408,2026-02-21 17:35:39
22845,5,101,82.0,202509,2026-02-21 17:35:39
22846,6,102,83.5,202110,2026-02-21 17:35:39
22847,7,103,85.0,202211,2026-02-21 17:35:39
22848,8,104,83.0,202312,2026-02-21 17:35:39
22849,1,101,84.5,202401,2026-02-21 17:35:39
22850,2,102,86.0,202502,2026-02-21 17:35:39
22851,3,103,87.5,202103,2026-02-21 17:35:39
22852,4,104,89.0,202204,2026-02-21 17:35:39
22853,5,101,90.5,202305,2026-02-21 17:35:39
22854,6,102,92.0,202406,2026-02-21 17:35:39
22855,7,103,90.0,202507,2026-02-21 17:35:39
22856,8,104,91.5,202108,2026-02-21 17:35:39
22857,1,101,93.0,202209,2026-02-21 17:35:39
22858,2,102,94.5,202310,2026-02-21 17:35:39
22859,3,103,96.0,202411,2026-02-21 17:35:39
22860,4,104,52.5,202512,2026-02-21 17:35:39
22861,5,101,54.0,202101,2026-02-21 17:35:39
22862,6,102,52.0,202202,2026-02-21 17:35:39
22863,7,103,53.5,202303,2026-02-21 17:35:39
22864,8,104,55.0,202404,2026-02-21 17:35:39
22865,1,101,56.5,202505,2026-02-21 17:35:39
22866,2,102,58.0,202106,2026-02-21 17:35:39
22867,3,103,59.5,202207,2026-02-21 17:35:39
22868,4,104,61.0,202308,2026-02-21 17:35:39
22869,5,101,59.0,202409,2026-02-21 17:35:39
22870,6,102,60.5,202510,2026-02-21 17:35:39
22871,7,103,62.0,202111,2026-02-21 17:35:39
22872,8,104,63.5,202212,2026-02-21 17:35:39
22873,1,101,65.0,202301,2026-02-21 17:35:39
22874,2,102,66.5,202402,2026-02-21 17:35:39
22875,3,103,68.0,202503,2026-02-21 17:35:39
22876,4,104,66.0,202104,2026-02-21 17:35:39
22877,5,101,67.5,202205,2026-02-21 17:35:39
22878,6,102,69.0,202306,2026-02-21 17:35:39
22879,7,103,70.5,202407,2026-02-21 17:35:39
22880,8,104,72.0,202508,2026-02-21 17:35:39
22881,1,101,73.5,202109,2026-02-21 17:35:39
22882,2,102,75.0,202210,2026-02-21 17:35:39
22883,3,103,73.0,202311,2026-02-21 17:35:39
22884,4,104,74.5,202412,2026-02-21 17:35:39
22885,5,101,76.0,202501,2026-02-21 17:35:39
22886,6,102,77.5,202102,2026-02-21 17:35:39
22887,7,103,79.0,202203,2026-02-21 17:35:39
22888,8,104,80.5,202304,2026-02-21 17:35:39
22889,1,101,82.0,202405,2026-02-21 17:35:39
22890,2,102,80.0,202506,2026-02-21 17:35:39
22891,3,103,81.5,202107,2026-02-21 17:35:39
22892,4,104,83.0,202208,2026-02-21 17:35:39
22893,5,101,84.5,202309,2026-02-21 17:35:39
22894,6,102,86.0,202410,2026-02-21 17:35:39
22895,7,103,87.5,202511,2026-02-21 17:35:39
22896,8,104,89.0,202112,2026-02-21 17:35:39
22897,1,101,87.0,202201,2026-02-21 17:35:39
22898,2,102,88.5,202302,2026-02-21 17:35:39
22899,3,103,90.0,202403,2026-02-21 17:35:39
22900,4,104,91.5,202504,2026-02-21 17:35:39
22901,5,101,93.0,202105,2026-02-21 17:35:39
22902,6,102,94.5,202206,2026-02-21 17:35:39
22903,7,103,96.0,202307,2026-02-21 17:35:39
22904,8,104,94.0,202408,2026-02-21 17:35:39
22905,1,101,50.5,202509,2026-02-21 17:35:39
22906,2,102,52.0,202110,2026-02-21 17:35:39
22907,3,103,53.5,202211,2026-02-21 17:35:39
22908,4,104,55.0,202312,2026-02-21 17:35:39
22909,5,101,56.5,202401,2026-02-21 17:35:39
22910,6,102,58.0,202502,2026-02-21 17:35:39
22911,7,103,56.0,202103,2026-02-21 17:35:39
22912,8,104,57.5,202204,2026-02-21 17:35:39
22913,1,101,59.0,202305,2026-02-21 17:35:39
22914,2,102,60.5,202406,2026-02-21 17:35:39
22915,3,103,62.0,202507,2026-02-21 17:35:39
22916,4,104,63.5,202108,2026-02-21 17:35:39
22917,5,101,65.0,202209,2026-02-21 17:35:39
22918,6,102,63.0,202310,2026-02-21 17:35:39
22919,7,103,64.5,202411,2026-02-21 17:35:39
22920,8,104,66.0,202512,2026-02-21 17:35:39
22921,1,101,67.5,202101,2026-02-21 17:35:39
22922,2,102,69.0,202202,2026-02-21 17:35:39
22923,3,103,70.5,202303,2026-02-21 17:35:39
22924,4,104,72.0,202404,2026-02-21 17:35:39
22925,5,101,70.0,202505,2026-02-21 17:35:39
22926,6,102,71.5,202106,2026-02-21 17:35:39
22927,7,103,73.0,202207,2026-02-21 17:35:39
22928,8,104,74.5,202308,2026-02-21 17:35:39
22929,1,101,76.0,202409,2026-02-21 17:35:39
22930,2,102,77.5,202510,2026-02-21 17:35:39
22931,3,103,79.0,202111,2026-02-21 17:35:39
22932,4,104,77.0,202212,2026-02-21 17:35:39
22933,5,101,78.5,202301,2026-02-21 17:35:39
22934,6,102,80.0,202402,2026-02-21 17:35:39
22935,7,103,81.5,202503,2026-02-21 17:35:39
22936,8,104,83.0,202104,2026-02-21 17:35:39
22937,1,101,84.5,202205,2026-02-21 17:35:39
22938,2,102,86.0,202306,2026-02-21 17:35:39
22939,3,103,84.0,202407,2026-02-21 17:35:39
22940,4,104,85.5,202508,2026-02-21 17:35:39
22941,5,101,87.0,202109,2026-02-21 17:35:39
22942,6,102,88.5,202210,2026-02-21 17:35:39
22943,7,103,90.0,202311,2026-02-21 17:35:39
22944,8,104,91.5,202412,2026-02-21 17:35:39
22945,1,101,93.0,202501,2026-02-21 17:35:39
22946,2,102,91.0,202102,2026-02-21 17:35:39
22947,3,103,92.5,202203,2026-02-21 17:35:39
22948,4,104,94.0,202304,2026-02-21 17:35:39
22949,5,101,95.5,202405,2026-02-21 17:35:39
22950,6,102,52.0,202506,2026-02-21 17:35:39
22951,7,103,53.5,202107,2026-02-21 17:35:39
22952,8,104,55.0,202208,2026-02-21 17:35:39
22953,1,101,53.0,202309,2026-02-21 17:35:39
22954,2,102,54.5,202410,2026-02-21 17:35:39
22955,3,103,56.0,202511,2026-02-21 17:35:39
22956,4,104,57.5,202112,2026-02-21 17:35:39
22957,5,101,59.0,202201,2026-02-21 17:35:39
22958,6,102,60.5,202302,2026-02-21 17:35:39
22959,7,103,62.0,202403,2026-02-21 17:35:39
22960,8,104,60.0,202504,2026-02-21 17:35:39
22961,1,101,61.5,202105,2026-02-21 17:35:39
22962,2,102,63.0,202206,2026-02-21 17:35:39
22963,3,103,64.5,202307,2026-02-21 17:35:39
22964,4,104,66.0,202408,2026-02-21 17:35:39
22965,5,101,67.5,202509,2026-02-21 17:35:39
22966,6,102,69.0,202110,2026-02-21 17:35:39
22967,7,103,67.0,202211,2026-02-21 17:35:39
22968,8,104,68.5,202312,2026-02-21 17:35:39
22969,1,101,70.0,202401,2026-02-21 17:35:39
22970,2,102,71.5,202502,2026-02-21 17:35:39
22971,3,103,73.0,202103,2026-02-21 17:35:39
22972,4,104,74.5,202204,2026-02-21 17:35:39
22973,5,101,76.0,202305,2026-02-21 17:35:39
22974,6,102,74.0,202406,2026-02-21 17:35:39
22975,7,103,75.5,202507,2026-02-21 17:35:39
22976,8,104,77.0,202108,2026-02-21 17:35:39
22977,1,101,78.5,202209,2026-02-21 17:35:39
22978,2,102,80.0,202310,2026-02-21 17:35:39
22979,3,103,81.5,202411,2026-02-21 17:35:39
22980,4,104,83.0,202512,2026-02-21 17:35:39
22981,5,101,81.0,202101,2026-02-21 17:35:39
22982,6,102,82.5,202202,2026-02-21 17:35:39
22983,7,103,84.0,202303,2026-02-21 17:35:39
22984,8,104,85.5,202404,2026-02-21 17:35:39
22985,1,101,87.0,202505,2026-02-21 17:35:39
22986,2,102,88.5,202106,2026-02-21 17:35:39
22987,3,103,90.0,202207,2026-02-21 17:35:39
22988,4,104,88.0,202308,2026-02-21 17:35:39
22989,5,101,89.5,202409,2026-02-21 17:35:39
22990,6,102,91.0,202510,2026-02-21 17:35:39
22991,7,103,92.5,202111,2026-02-21 17:35:39
22992,8,104,94.0,202212,2026-02-21 17:35:39
22993,1,101,95.5,202301,2026-02-21 17:35:39
22994,2,102,97.0,202402,2026-02-21 17:35:39
22995,3,103,50.0,202503,2026-02-21 17:35:39
22996,4,104,51.5,202104,2026-02-21 17:35:39
22997,5,101,53.0,202205,2026-02-21 17:35:39
22998,6,102,54.5,202306,2026-02-21 17:35:39
22999,7,103,56.0,202407,2026-02-21 17:35:39
23000,8,104,57.5,202508,2026-02-21 17:35:39
23001,1,101,59.0,202109,2026-02-21 17:35:39
23002,2,102,57.0,202210,2026-02-21 17:35:39
23003,3,103,58.5,202311,2026-02-21 17:35:39
23004,4,104,60.0,202412,2026-02-21 17:35:39
23005,5,101,61.5,202501,2026-02-21 17:35:39
23006,6,102,63.0,202102,2026-02-21 17:35:39
23007,7,103,64.5,202203,2026-02-21 17:35:39
23008,8,104,66.0,202304,2026-02-21 17:35:39
23009,1,101,64.0,202405,2026-02-21 17:35:39
23010,2,102,65.5,202506,2026-02-21 17:35:39
23011,3,103,67.0,202107,2026-02-21 17:35:39
23012,4,104,68.5,202208,2026-02-21 17:35:39
23013,5,101,70.0,202309,2026-02-21 17:35:39
23014,6,102,71.5,202410,2026-02-21 17:35:39
23015,7,103,73.0,202511,2026-02-21 17:35:39
23016,8,104,71.0,202112,2026-02-21 17:35:39
23017,1,101,72.5,202201,2026-02-21 17:35:39
23018,2,102,74.0,202302,2026-02-21 17:35:39
23019,3,103,75.5,202403,2026-02-21 17:35:39
23020,4,104,77.0,202504,2026-02-21 17:35:39
23021,5,101,78.5,202105,2026-02-21 17:35:39
23022,6,102,80.0,202206,2026-02-21 17:35:39
23023,7,103,78.0,202307,2026-02-21 17:35:39
23024,8,104,79.5,202408,2026-02-21 17:35:39
23025,1,101,81.0,202509,2026-02-21 17:35:39
23026,2,102,82.5,202110,2026-02-21 17:35:39
23027,3,103,84.0,202211,2026-02-21 17:35:39
23028,4,104,85.5,202312,2026-02-21 17:35:39
23029,5,101,87.0,202401,2026-02-21 17:35:39
23030,6,102,85.0,202502,2026-02-21 17:35:39
23031,7,103,86.5,202103,2026-02-21 17:35:39
23032,8,104,88.0,202204,2026-02-21 17:35:39
23033,1,101,89.5,202305,2026-02-21 17:35:39
23034,2,102,91.0,202406,2026-02-21 17:35:39
23035,3,103,92.5,202507,2026-02-21 17:35:39
23036,4,104,94.0,202108,2026-02-21 17:35:39
23037,5,101,92.0,202209,2026-02-21 17:35:39
23038,6,102,93.5,202310,2026-02-21 17:35:39
23039,7,103,95.0,202411,2026-02-21 17:35:39
23040,8,104,51.5,202512,2026-02-21 17:35:39
23041,1,101,53.0,202101,2026-02-21 17:35:39
23042,2,102,54.5,202202,2026-02-21 17:35:39
23043,3,103,56.0,202303,2026-02-21 17:35:39
23044,4,104,54.0,202404,2026-02-21 17:35:39
23045,5,101,55.5,202505,2026-02-21 17:35:39
23046,6,102,57.0,202106,2026-02-21 17:35:39
23047,7,103,58.5,202207,2026-02-21 17:35:39
23048,8,104,60.0,202308,2026-02-21 17:35:39
23049,1,101,61.5,202409,2026-02-21 17:35:39
23050,2,102,63.0,202510,2026-02-21 17:35:39
23051,3,103,61.0,202111,2026-02-21 17:35:39
23052,4,104,62.5,202212,2026-02-21 17:35:39
23053,5,101,64.0,202301,2026-02-21 17:35:39
23054,6,102,65.5,202402,2026-02-21 17:35:39
23055,7,103,67.0,202503,2026-02-21 17:35:39
23056,8,104,68.5,202104,2026-02-21 17:35:39
23057,1,101,70.0,202205,2026-02-21 17:35:39
23058,2,102,68.0,202306,2026-02-21 17:35:39
23059,3,103,69.5,202407,2026-02-21 17:35:39
23060,4,104,71.0,202508,2026-02-21 17:35:39
23061,5,101,72.5,202109,2026-02-21 17:35:39
23062,6,102,74.0,202210,2026-02-21 17:35:39
23063,7,103,75.5,202311,2026-02-21 17:35:39
23064,8,104,77.0,202412,2026-02-21 17:35:39
23065,1,101,75.0,202501,2026-02-21 17:35:39
23066,2,102,76.5,202102,2026-02-21 17:35:39
23067,3,103,78.0,202203,2026-02-21 17:35:39
23068,4,104,79.5,202304,2026-02-21 17:35:39
23069,5,101,81.0,202405,2026-02-21 17:35:39
23070,6,102,82.5,202506,2026-02-21 17:35:39
23071,7,103,84.0,202107,2026-02-21 17:35:39
23072,8,104,82.0,202208,2026-02-21 17:35:39
23073,1,101,83.5,202309,2026-02-21 17:35:39
23074,2,102,85.0,202410,2026-02-21 17:35:39
23075,3,103,86.5,202511,2026-02-21 17:35:39
23076,4,104,88.0,202112,2026-02-21 17:35:39
23077,5,101,89.5,202201,2026-02-21 17:35:39
23078,6,102,91.0,202302,2026-02-21 17:35:39
23079,7,103,89.0,202403,2026-02-21 17:35:39
23080,8,104,90.5,202504,2026-02-21 17:35:39
23081,1,101,92.0,202105,2026-02-21 17:35:39
23082,2,102,93.5,202206,2026-02-21 17:35:39
23083,3,103,95.0,202307,2026-02-21 17:35:39
23084,4,104,96.5,202408,2026-02-21 17:35:39
23085,5,101,53.0,202509,2026-02-21 17:35:39
23086,6,102,51.0,202110,2026-02-21 17:35:39
23087,7,103,52.5,202211,2026-02-21 17:35:39
23088,8,104,54.0,202312,2026-02-21 17:35:39
23089,1,101,55.5,202401,2026-02-21 17:35:39
23090,2,102,57.0,202502,2026-02-21 17:35:39
23091,3,103,58.5,202103,2026-02-21 17:35:39
23092,4,104,60.0,202204,2026-02-21 17:35:39
23093,5,101,58.0,202305,2026-02-21 17:35:39
23094,6,102,59.5,202406,2026-02-21 17:35:39
23095,7,103,61.0,202507,2026-02-21 17:35:39
23096,8,104,62.5,202108,2026-02-21 17:35:39
23097,1,101,64.0,202209,2026-02-21 17:35:39
23098,2,102,65.5,202310,2026-02-21 17:35:39
23099,3,103,67.0,202411,2026-02-21 17:35:39
23100,4,104,65.0,202512,2026-02-21 17:35:39
23101,5,101,66.5,202101,2026-02-21 17:35:39
23102,6,102,68.0,202202,2026-02-21 17:35:39
23103,7,103,69.5,202303,2026-02-21 17:35:39
23104,8,104,71.0,202404,2026-02-21 17:35:39
23105,1,101,72.5,202505,2026-02-21 17:35:39
23106,2,102,74.0,202106,2026-02-21 17:35:39
23107,3,103,72.0,202207,2026-02-21 17:35:39
23108,4,104,73.5,202308,2026-02-21 17:35:39
23109,5,101,75.0,202409,2026-02-21 17:35:39
23110,6,102,76.5,202510,2026-02-21 17:35:39
23111,7,103,78.0,202111,2026-02-21 17:35:39
23112,8,104,79.5,202212,2026-02-21 17:35:39
23113,1,101,81.0,202301,2026-02-21 17:35:39
23114,2,102,79.0,202402,2026-02-21 17:35:39
23115,3,103,80.5,202503,2026-02-21 17:35:39
23116,4,104,82.0,202104,2026-02-21 17:35:39
23117,5,101,83.5,202205,2026-02-21 17:35:39
23118,6,102,85.0,202306,2026-02-21 17:35:39
23119,7,103,86.5,202407,2026-02-21 17:35:39
23120,8,104,88.0,202508,2026-02-21 17:35:39
23121,1,101,86.0,202109,2026-02-21 17:35:39
23122,2,102,87.5,202210,2026-02-21 17:35:39
23123,3,103,89.0,202311,2026-02-21 17:35:39
23124,4,104,90.5,202412,2026-02-21 17:35:39
23125,5,101,92.0,202501,2026-02-21 17:35:39
23126,6,102,93.5,202102,2026-02-21 17:35:39
23127,7,103,95.0,202203,2026-02-21 17:35:39
23128,8,104,93.0,202304,2026-02-21 17:35:39
23129,1,101,94.5,202405,2026-02-21 17:35:39
23130,2,102,51.0,202506,2026-02-21 17:35:39
23131,3,103,52.5,202107,2026-02-21 17:35:39
23132,4,104,54.0,202208,2026-02-21 17:35:39
23133,5,101,55.5,202309,2026-02-21 17:35:39
23134,6,102,57.0,202410,2026-02-21 17:35:39
23135,7,103,55.0,202511,2026-02-21 17:35:39
23136,8,104,56.5,202112,2026-02-21 17:35:39
23137,1,101,58.0,202201,2026-02-21 17:35:39
23138,2,102,59.5,202302,2026-02-21 17:35:39
23139,3,103,61.0,202403,2026-02-21 17:35:39
23140,4,104,62.5,202504,2026-02-21 17:35:39
23141,5,101,64.0,202105,2026-02-21 17:35:39
23142,6,102,62.0,202206,2026-02-21 17:35:39
23143,7,103,63.5,202307,2026-02-21 17:35:39
23144,8,104,65.0,202408,2026-02-21 17:35:39
23145,1,101,66.5,202509,2026-02-21 17:35:39
23146,2,102,68.0,202110,2026-02-21 17:35:39
